fight_id,event_id,referee,f_1,f_2,winner,num_rounds,title_fight,weight_class,weight_class_rank,gender,result,result_details,finish_round,finish_time,fight_url
2832,287,"Herb Dean",1083,589,1083,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ae0b5ab5bc4bb6a7
2833,287,"John McCarthy",890,3477,890,5,T,Bantamweight,6,M,KO/TKO,"Kick to Head At Distance",5,2:20,http://ufcstats.com/fight-details/e8c16b26a4bfe163
2834,288,"Herb Dean",3469,3421,3421,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7ba4a04673307cc9
2835,288,"Mario Yamasaki",277,2263,277,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/603b0b1fa3ab8f20
2836,288,"Keith Peterson",2566,522,2566,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/98e21492b6bc15d3
2837,288,"Herb Dean",1624,794,1624,3,F,Lightweight,8,M,KO/TKO,"Elbows to Head At Distance",3,2:26,http://ufcstats.com/fight-details/1c980547431ddcef
2838,288,"Mario Yamasaki",2460,3296,2460,3,F,Flyweight,5,M,Submission,"Guillotine Choke From Bottom Guard",2,0:47,http://ufcstats.com/fight-details/839c8cd7b1a32c7c
2839,288,"Herb Dean",1983,623,1983,3,F,Lightweight,8,M,"TKO - Doctor's Stoppage","Facial Cut",2,2:14,http://ufcstats.com/fight-details/c9733393385105cb
2840,288,"Mario Yamasaki",2421,2051,2421,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head At Distance",1,0:41,http://ufcstats.com/fight-details/fd4d5685c2e207b5
2841,288,"Keith Peterson",2715,3135,3135,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,2:19,http://ufcstats.com/fight-details/1520290d28b75b53
2842,288,"Herb Dean",3482,2494,3482,5,F,Middleweight,10,M,Submission,"Guillotine Choke On Ground",3,4:30,http://ufcstats.com/fight-details/80faf0c138d20999
2843,289,"",3987,284,3987,3,F,Bantamweight,6,M,Submission,"Kimura From Side Control",2,2:04,http://ufcstats.com/fight-details/6f19f24780c4f23f
2844,289,"Fernando Yamasaki",3658,3494,3494,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/972b0643185b2570
2845,289,"Mario Yamasaki",3709,3377,3709,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e79e3ee088b76d46
2846,289,"Fernando Yamasaki",156,3571,3571,3,F,Welterweight,9,M,KO/TKO,"Punch to Head From Half Guard",2,2:31,http://ufcstats.com/fight-details/ebb9eeac1faf73ed
2847,289,"Mario Yamasaki",2812,1730,2812,3,F,Featherweight,7,M,Submission,"Armbar From Bottom",1,4:29,http://ufcstats.com/fight-details/7580c93fec606442
2848,289,"Fernando Yamasaki",131,2722,131,3,F,"Women's Bantamweight",3,F,Submission,"Guillotine Choke From Side Control",1,4:33,http://ufcstats.com/fight-details/2798c746fe93502a
2849,289,"Jerin Valel",51,900,51,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/36c2ce10809f17b3
2850,289,"Mario Yamasaki",2890,2684,2890,3,F,Welterweight,9,M,KO/TKO,"Punches to Head At Distance",1,1:20,http://ufcstats.com/fight-details/033e4538b9014f91
2851,289,"Jerin Valel",3236,1036,3236,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/72d2ab073f4120a4
2852,289,"Mario Yamasaki",3671,1426,3671,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/246f38c7855a6400
2853,289,"Jerin Valel",3374,165,165,5,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,2:59,http://ufcstats.com/fight-details/61c9bbeb2806534b
2854,290,"Wolf Menninger",350,1581,350,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/284e05afc9479620
2855,290,"Steve Perceval",3683,579,579,3,F,Lightweight,8,M,Submission,"Guillotine Choke Standing
      Technical Submission",2,2:34,http://ufcstats.com/fight-details/3dd55cca2358a511
2856,290,"Jerin Valel",3621,1801,1801,3,F,Bantamweight,6,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a4398b9257a93d78
2857,290,"Leon Roberts",2068,3261,2068,3,F,Welterweight,9,M,KO/TKO,"Elbows to Head In Clinch",1,1:18,http://ufcstats.com/fight-details/de2dad48d95305d7
2858,290,"Wolf Menninger",1852,3359,1852,3,F,Featherweight,7,M,Submission,"Rear Naked Choke",2,1:38,http://ufcstats.com/fight-details/7690e946d9d81f51
2859,290,"Leon Roberts",511,1798,1798,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b516beb27416e492
2860,290,"Steve Perceval",1586,854,1586,3,F,Flyweight,5,M,KO/TKO,"Punches to Head On Ground",1,3:48,http://ufcstats.com/fight-details/c2a36e996bba3a4a
2861,290,"Jerin Valel",1933,3866,1933,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/26cd506de4221057
2862,290,"Jerin Valel",3626,2545,3626,3,F,"Women's Bantamweight",3,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/36d9d7e331e6b589
2863,290,"Wolf Menninger",35,3165,35,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/1e797ccd275a98d0
2864,290,"Steve Perceval",1783,1301,1783,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,1:32,http://ufcstats.com/fight-details/5ff0c4c6006f0873
2865,290,"Leon Roberts",1618,2581,1618,5,F,Heavyweight,12,M,KO/TKO,"Punch to Head In Clinch",2,3:00,http://ufcstats.com/fight-details/ef3c1a2ac6510d26
2866,291,"Chris Tognoni",1212,1256,1212,3,F,Bantamweight,6,M,Submission,"Guillotine Choke After Drop to Guard",2,4:56,http://ufcstats.com/fight-details/a49706a6edb0c5c3
2867,291,"Jason Herzog",3720,2015,2015,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9c0721bd410e7a0e
2868,291,"Chris Tognoni",1600,976,976,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fc45644c62643c71
2869,291,"Jason Herzog",727,3667,3667,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fceab09944a65840
2870,291,"Herb Dean",2261,1918,2261,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/65f4d4f44e6e73f7
2871,291,"Chris Tognoni",757,2428,757,3,F,Bantamweight,6,M,KO/TKO,"Punches to Head On Ground",1,1:01,http://ufcstats.com/fight-details/72656e864ca1c972
2872,291,"Jason Herzog",4058,2638,4058,3,F,"Women's Bantamweight",3,F,KO/TKO,"Punches to Head From Mount",3,1:21,http://ufcstats.com/fight-details/b1b82605646eb850
2873,291,"John McCarthy",1833,3113,3113,3,F,Middleweight,10,M,KO/TKO,"Punch to Head In Clinch",3,0:58,http://ufcstats.com/fight-details/3e3db8c37096c260
2874,291,"Herb Dean",2884,2312,2312,3,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",1,1:46,http://ufcstats.com/fight-details/6bcea00473e43a59
2875,291,"John McCarthy",603,100,603,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/64eb4ae171613218
2876,291,"Herb Dean",1726,554,1726,5,T,Flyweight,5,M,Submission,"Kimura From Side Control",2,2:29,http://ufcstats.com/fight-details/79c2461046e17eba
2877,292,"Bobby Rehman",3726,614,3726,3,F,Featherweight,7,M,KO/TKO,"Punches to Head At Distance",1,4:21,http://ufcstats.com/fight-details/75a88258eb967e0c
2878,292,"Kristian Hacklou",3602,233,3602,3,F,Lightweight,8,M,KO/TKO,"Punch to Head At Distance",1,1:01,http://ufcstats.com/fight-details/23692b9936363da3
2879,292,"Grant Waterman",3713,1768,1768,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/6c62796d9b7e94a0
2880,292,"Marc Goddard",2805,3745,2805,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/63e21ff20866b8fb
2881,292,"Kristian Hacklou",3420,3123,3420,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/24ac3d1bee1610ef
2882,292,"Grant Waterman",2531,3988,2531,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/562d3261ca7bdf01
2883,292,"Marc Goddard",598,186,598,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/5563d6de0b4c4d65
2884,292,"Bobby Rehman",213,3931,3931,3,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",1,1:19,http://ufcstats.com/fight-details/5ed0027812582ad9
2885,292,"Grant Waterman",1980,342,342,3,F,"Light Heavyweight",11,M,KO/TKO,"Kick to Body At Distance",1,1:58,http://ufcstats.com/fight-details/699a70c8fb3c0273
2886,292,"Kristian Hacklou",704,1561,1561,3,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",1,3:11,http://ufcstats.com/fight-details/ca16e203eb2bde60
2887,292,"Marc Goddard",2582,3546,3546,5,F,Welterweight,9,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/da26301ae3e7a9b1
2888,293,"Dan Miragliotta",3730,967,3730,3,F,Welterweight,9,M,KO/TKO,"Kick to Head At Distance",1,1:03,http://ufcstats.com/fight-details/4664432c0d592411
2889,293,"Cyril Desjardins",1568,1826,1826,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/17bb1e62772ac5af
2890,293,"Herb Dean",3170,1077,1077,3,F,Lightweight,8,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/4e981b587c1012dd
2891,293,"Brad Jardine",195,2076,195,3,F,Lightweight,8,M,Submission,"Inverted Triangle From Side Control",2,3:22,http://ufcstats.com/fight-details/2d1f8ee74824f983
2892,293,"Dan Miragliotta",753,2614,753,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/88933cf1edd83034
2893,293,"Cyril Desjardins",1198,3184,1198,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",1,2:06,http://ufcstats.com/fight-details/2d13778322a8af82
2894,293,"Herb Dean",3612,2056,3612,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/5e07077e84fc45cd
2895,293,"Brad Jardine",3656,3238,3656,3,F,Middleweight,10,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7e25199be406dd7b
2896,293,"Cyril Desjardins",1971,599,1971,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/20af0f55d226f320
2897,293,"Dan Miragliotta",192,550,192,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/06fab49a307ff3d2
2898,293,"Herb Dean",2143,3169,2143,5,F,Welterweight,9,M,KO/TKO,"Punch to Head At Distance",3,1:28,http://ufcstats.com/fight-details/64542fe846b9aea9
2899,294,"Mario Yamasaki",521,2237,2237,3,F,Lightweight,8,M,Submission,"Kimura From Side Control",1,4:16,http://ufcstats.com/fight-details/4cc9ef5e68009fd4
2900,294,"Eduardo Herdy",486,1250,486,3,F,Lightweight,8,M,Submission,"Armbar On Ground",1,4:57,http://ufcstats.com/fight-details/2a44035824303dee
2901,294,"Osiris Maia",155,1108,1108,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/432e57033ceecee0
2902,294,"Marc Goddard",1764,2996,2996,3,F,Flyweight,5,M,Submission,"Arm Triangle From Side Control",1,3:28,http://ufcstats.com/fight-details/a90fde18a088f99b
2903,294,"Mario Yamasaki",509,1910,509,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",2,3:06,http://ufcstats.com/fight-details/502d7cb01921170f
2904,294,"Eduardo Herdy",2140,2167,2167,3,F,Welterweight,9,M,KO/TKO,"Punches to Head On Ground",3,2:40,http://ufcstats.com/fight-details/d1b2ce8ee57307c0
2905,294,"Mario Yamasaki",1092,806,806,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/852223ee1a2d0a74
2906,294,"Osiris Maia",998,2253,998,3,F,Featherweight,7,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/ffd3e3d37cba32da
2907,294,"Marc Goddard",2191,3559,2191,3,F,"Light Heavyweight",11,M,KO/TKO,"Punches to Head From Half Guard",2,4:06,http://ufcstats.com/fight-details/2bfb60face19904d
2908,294,"Mario Yamasaki",3641,814,814,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/06854105c3503075
2909,294,"Marc Goddard",58,2352,58,5,T,Featherweight,7,M,Decision,Unanimous,5,5:00,http://ufcstats.com/fight-details/7099374e91f9283b
2910,295,"John Sharp",3722,429,429,3,F,Bantamweight,6,M,KO/TKO,"Kick to Head At Distance",1,2:58,http://ufcstats.com/fight-details/c3d336f9aabc9fb6
2911,295,"Leon Roberts",4031,1832,1832,3,F,Middleweight,10,M,Submission,"Kimura On Ground",1,4:27,http://ufcstats.com/fight-details/3a7d76e3c0b503c3
2912,295,"Herb Dean",1387,658,658,3,F,Welterweight,9,M,KO/TKO,"Knee to Head In Clinch",1,3:06,http://ufcstats.com/fight-details/681d77e5d5c0f0ee
2913,295,"John Sharp",3760,3448,3448,3,F,Flyweight,5,M,KO/TKO,"Kick to Head At Distance
      Side Kick",3,0:18,http://ufcstats.com/fight-details/0f0473dde4b873ca
2914,295,"Leon Roberts",136,108,108,3,F,Middleweight,10,M,KO/TKO,"Punches to Head From Mount",1,2:16,http://ufcstats.com/fight-details/920b8aae22c04f13
2915,295,"Herb Dean",2829,1640,2829,3,F,"Light Heavyweight",11,M,Submission,"Rear Naked Choke",1,3:46,http://ufcstats.com/fight-details/b1e7100c2ab1ab79
2916,295,"John Sharp",2270,3078,2270,3,F,Lightweight,8,M,Submission,"Rear Naked Choke
      Technical Submission",2,1:52,http://ufcstats.com/fight-details/2faa7b48b4d51cab
2917,295,"Leon Roberts",2740,1458,2740,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head On Ground",2,4:49,http://ufcstats.com/fight-details/3e9f3ce3a01bb97f
2918,295,"John Sharp",3923,1528,3923,3,F,Middleweight,10,M,KO/TKO,"Knee to Head In Clinch",2,2:43,http://ufcstats.com/fight-details/13c4251fb451f440
2919,295,"Leon Roberts",2789,1624,1624,3,F,Lightweight,8,M,KO/TKO,"Punch to Head In Clinch",2,1:39,http://ufcstats.com/fight-details/73954f3895cac499
2920,295,"Herb Dean",3083,338,3083,5,F,Middleweight,10,M,Submission,"Guillotine Choke After Drop to Ground",2,0:57,http://ufcstats.com/fight-details/3d741cee0dffe165
2921,296,"Keith Peterson",3379,736,736,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",3,3:26,http://ufcstats.com/fight-details/cccb99dd4ec5c2d6
2922,296,"Mario Yamasaki",86,1329,86,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/49b05e23e3a2af13
2923,296,"Wernei Cardoso",3377,424,3377,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",1,4:15,http://ufcstats.com/fight-details/207f105716df54f9
2924,296,"Keith Peterson",2162,3436,2162,3,F,Middleweight,10,M,KO/TKO,"Punch to Head In Clinch",1,0:31,http://ufcstats.com/fight-details/208674403b0936d4
2925,296,"Mario Yamasaki",3046,3151,3046,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7826c23386a1e09a
2926,296,"Keith Peterson",2069,2639,2069,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/db9f8144b50227f2
2927,296,"Wernei Cardoso",2070,837,2070,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/fadb129e71d8fc22
2928,296,"Mario Yamasaki",3378,984,3378,3,F,Welterweight,9,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/a3480aa7bdc63c11
2929,296,"Keith Peterson",106,1769,106,3,F,Welterweight,9,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/cbe954d004415b51
2930,296,"Mario Yamasaki",3147,3172,3172,5,F,"Light Heavyweight",11,M,KO/TKO,"Punch to Head At Distance",1,0:34,http://ufcstats.com/fight-details/e8907b881151b79d
2931,297,"Herb Dean",297,3804,297,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/22f52e3b614e0d8a
2932,297,"John McCarthy",431,539,431,3,F,Bantamweight,6,M,Submission,"Rear Naked Choke",2,1:44,http://ufcstats.com/fight-details/a788042d4d0c50d4
2933,297,"Mario Yamasaki",302,453,302,3,F,Featherweight,7,M,Submission,"Guillotine Choke Standing",3,0:30,http://ufcstats.com/fight-details/4087bb7b3b1b9e24
2934,297,"Herb Dean",1058,3440,1058,3,F,"Women's Bantamweight",3,F,"TKO - Doctor's Stoppage","Ear Injury",2,1:30,http://ufcstats.com/fight-details/07f9fc40f1e6aa87
2935,297,"John McCarthy",2823,2942,2823,3,T,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/7a440fcd8048b091
2936,297,"Mario Yamasaki",3090,2462,3090,3,T,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/9e47b2a66d0e9315
2937,297,"Herb Dean",1222,3751,3751,3,F,Welterweight,9,M,Submission,"Guillotine Choke On Ground",1,3:38,http://ufcstats.com/fight-details/1e1a09bbedf7781d
2938,297,"John McCarthy",2446,1490,2446,3,F,Welterweight,9,M,KO/TKO,"Knees to Body In Clinch",1,4:50,http://ufcstats.com/fight-details/925f745c03ebd638
2939,297,"Mario Yamasaki",1961,315,1961,3,F,Featherweight,7,M,Submission,"Guillotine Choke On Ground",1,3:18,http://ufcstats.com/fight-details/7228398a1ab12183
2940,297,"John McCarthy",999,1236,1236,3,F,Welterweight,9,M,Submission,"Rear Naked Choke",1,4:46,http://ufcstats.com/fight-details/12eec1df1fd078a2
2941,297,"Herb Dean",3907,1618,3907,5,T,Heavyweight,12,M,KO/TKO,"Flying Knee Head",2,2:27,http://ufcstats.com/fight-details/03a200326e56d597
2942,298,"Mario Yamasaki",2924,629,629,3,F,Featherweight,7,M,KO/TKO,"Punch to Head At Distance",1,0:18,http://ufcstats.com/fight-details/1a637fbda4bdf575
2943,298,"Kerry Hatley",3781,775,3781,3,F,"Women's Strawweight",1,F,KO/TKO,"Punches to Head On Ground",3,2:54,http://ufcstats.com/fight-details/e7859b4e70d4a9c1
2944,298,"Dan Miragliotta",982,172,172,3,F,Lightweight,8,M,Submission,"Armbar From Mount",1,1:52,http://ufcstats.com/fight-details/56a0f335ef05c825
2945,298,"Jacob Montalvo",3817,1492,3817,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/e947baa4cad609d0
2946,298,"Dan Miragliotta",246,2558,2558,3,F,Middleweight,10,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/55e9ea18b8a72b2e
2947,298,"Kerry Hatley",2170,702,2170,3,F,Heavyweight,12,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/171af1114dbfc29d
2948,298,"Mario Yamasaki",3951,3770,3951,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/a2bd4c46f89f19ae
2949,298,"Jacob Montalvo",298,2702,298,3,F,Flyweight,5,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/079308cc2efa2e5d
2950,298,"Kerry Hatley",3129,2674,2674,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,3:21,http://ufcstats.com/fight-details/2ff14dfede1d02dd
2951,298,"Jacob Montalvo",2865,534,534,3,F,Flyweight,5,M,Decision,Split,3,5:00,http://ufcstats.com/fight-details/033d968f325842e7
2952,298,"Mario Yamasaki",1368,243,243,3,F,Lightweight,8,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2f93de8b39ec4625
2953,298,"Dan Miragliotta",979,3584,979,5,F,Featherweight,7,M,Submission,"Neck Crank From Back Control",5,4:56,http://ufcstats.com/fight-details/8f9cfe0e283a6ccb
2954,299,"Mark Smith",3915,678,678,3,F,Featherweight,7,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/bf1a7590c455bc7b
2955,299,"Mario Yamasaki",2849,1552,2849,3,F,Bantamweight,6,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/2417f4130d707978
2956,299,"Mark Smith",2810,1052,2810,3,F,"Women's Bantamweight",3,F,Submission,"Bulldog Choke On Ground
      Technical Submission",1,4:59,http://ufcstats.com/fight-details/802eba82d2b6113e
2957,299,"John McCarthy",126,1749,126,3,F,"Light Heavyweight",11,M,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/60030b35e276d338
2958,299,"Herb Dean",1322,3195,3195,3,F,Middleweight,10,M,KO/TKO,"Kick to Head At Distance",2,3:08,http://ufcstats.com/fight-details/acc987adeab45bfc
2959,299,"Mario Yamasaki",1060,3050,1060,3,F,Bantamweight,6,M,Submission,"Bulldog Choke On Ground",2,1:34,http://ufcstats.com/fight-details/c5ae278a05b73db9
2960,299,"John McCarthy",1083,3716,1083,3,F,Lightweight,8,M,Submission,"Rear Naked Choke",2,4:19,http://ufcstats.com/fight-details/7e8f4240725316a4
2961,299,"Herb Dean",946,1435,946,3,F,Heavyweight,12,M,KO/TKO,"Punch to Head At Distance",1,0:33,http://ufcstats.com/fight-details/58112f9fc0058e68
2962,299,"Mario Yamasaki",454,3276,454,3,F,Heavyweight,12,M,KO/TKO,"Punches to Head From Back Control",1,4:50,http://ufcstats.com/fight-details/9b1e3d99fffb9c10
2963,299,"John McCarthy",2848,2346,2848,5,T,Lightweight,8,M,Submission,"Guillotine Choke After Drop to Guard",2,1:53,http://ufcstats.com/fight-details/93b7ae1e0f79d100
2964,299,"Herb Dean",1502,1988,1988,5,T,Welterweight,9,M,Decision,Split,5,5:00,http://ufcstats.com/fight-details/44fc830a664ed611
2965,300,"Kim Winslow",1786,1541,1541,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/d643fc29c147d33c
2966,300,"John McCarthy",791,608,791,3,F,"Women's Strawweight",1,F,Submission,"Armbar From Half Guard",1,4:53,http://ufcstats.com/fight-details/a2c28daf0be59fa7
2967,300,"Kim Winslow",3693,2166,3693,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/ed3222701a8c0521
2968,300,"Herb Dean",3964,1430,3964,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/b079f3d5ad290afb
2969,300,"Yves Lavigne",2974,652,652,3,F,"Women's Strawweight",1,F,Decision,Unanimous,3,5:00,http://ufcstats.com/fight-details/54afe8c42e2062d6
2970,300,"John McCarthy",1525,1004,1525,3,F,"Women's Strawweight",1,F,Submission,"Armbar On Ground",2,3:05,http://ufcstats.com/fight-details/e1cfe75b3a8fe709
2971,300,"Herb Dean",2807,2218,2807,3,F,"Women's Strawweight",1,F,Decision,Split,3,5:00,http://ufcstats.com/fight-details/fa2bed87e5d6c568
